AFOREST_CODE,year,month,month_sv,month_nfv,month_nf_var,siteid,UNIT_NAME
A04012,2017,11,24874,18036,73637438,NAT_073,Payette National Forest
A04012,2017,12,44062,33788,75271596,NAT_073,Payette National Forest
A04012,2018,1,48501,36883,90476385,NAT_073,Payette National Forest
A04012,2018,2,44290,33648,84096652,NAT_073,Payette National Forest
A04012,2018,3,43837,33442,76257378,NAT_073,Payette National Forest
A04012,2018,4,25709,19266,62226884,NAT_073,Payette National Forest
A04012,2018,5,20702,14155,85560427,NAT_073,Payette National Forest
A04012,2018,6,41161,27761,158713994,NAT_073,Payette National Forest
A04012,2018,7,62166,42118,212727181,NAT_073,Payette National Forest
A04012,2018,8,61393,41646,207962359,NAT_073,Payette National Forest
A04012,2018,9,55706,37576,197878822,NAT_073,Payette National Forest
A04013,2018,10,69585,43504,400201356,NAT_090,Salmon-Challis National Forest
A04013,2018,11,26020,16867,158751150,NAT_090,Salmon-Challis National Forest
A04013,2018,12,5096,3563,39922565,NAT_090,Salmon-Challis National Forest
A04013,2019,1,5324,3691,40580787,NAT_090,Salmon-Challis National Forest
A04013,2019,2,5560,3765,37591885,NAT_090,Salmon-Challis National Forest
A04013,2019,3,5991,3515,24405101,NAT_090,Salmon-Challis National Forest
A04013,2019,4,6092,3194,24762366,NAT_090,Salmon-Challis National Forest
A04013,2019,5,15392,8402,59663846,NAT_090,Salmon-Challis National Forest
A04013,2019,6,56856,33507,265489186,NAT_090,Salmon-Challis National Forest
A04013,2019,7,88366,50234,358681526,NAT_090,Salmon-Challis National Forest
A04013,2019,8,92416,52864,391351791,NAT_090,Salmon-Challis National Forest
A04013,2019,9,73993,44901,396191188,NAT_090,Salmon-Challis National Forest
A04117,2020,10,86609,59810,697911193,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2020,11,48765,33649,448997052,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2020,12,81035,59247,422630367,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,1,82949,62634,446818201,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,2,65103,49596,374843411,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,3,64128,49228,419562411,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,4,71512,50988,666794667,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,5,128839,91153,1122402906,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,6,156566,110174,1081983695,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,7,178894,124502,1099829396,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,8,175765,122045,1099450830,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04117,2021,9,140445,98309,1064191962,NAT_042,Humboldt-Toiyabe National Forest -  Spring Mountains NRA
A04119,2021,10,832213,634223,21712542054,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2021,11,706378,576149,12092705698,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2021,12,904834,767035,9900207689,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,1,919760,778714,10240156125,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,2,828043,701467,9217289467,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,3,926724,784900,10294041189,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,4,819979,680896,12084658359,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,5,825605,630166,21743781633,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,6,1120794,836736,33739293068,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,7,1407760,1045071,47674032794,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,8,1354407,1001674,47223830247,NAT_094,Uinta-Wasatch-Cache National Forest
A04119,2022,9,1160235,865851,36420821694,NAT_094,Uinta-Wasatch-Cache National Forest
A04217,2020,10,44658,29144,353596861,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2020,11,27741,22971,197773458,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2020,12,33780,30391,109949045,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,1,32335,29094,83605712,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,2,35280,31790,94472369,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,3,32403,29192,83252007,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,4,29299,24509,93187589,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,5,39312,24079,278562460,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,6,65321,39271,403409977,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,7,92638,58364,554467106,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,8,90085,56111,547330040,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A04217,2021,9,75022,46704,464709869,NAT_043,Humboldt-Toiyabe National Forest - Outside Spring Mountains NRA
A05001,2020,10,380209,322806,11297109585,NAT_081,Angeles National Forest
A05001,2020,11,375797,321220,11281203017,NAT_081,Angeles National Forest
A05001,2020,12,416581,364258,10697153646,NAT_081,Angeles National Forest
A05001,2021,1,433229,380607,11054573343,NAT_081,Angeles National Forest
A05001,2021,2,376649,330644,9665000117,NAT_081,Angeles National Forest
A05001,2021,3,412942,362444,10598073649,NAT_081,Angeles National Forest
A05001,2021,4,421545,366476,11002040756,NAT_081,Angeles National Forest
A05001,2021,5,505330,435357,12861977500,NAT_081,Angeles National Forest
